customer_id,signup_date,country,channel
238,2023-01-05,DE,Organic
239,2023-01-05,DE,Organic
240,2023-01-05,DE,Organic
241,2023-01-05,NL,Organic
242,2023-01-05,NL,Organic
243,2023-01-05,NL,Organic
244,2023-01-05,DE,Organic
245,2023-01-05,NL,Organic
246,2023-01-05,NL,Organic
247,2023-01-05,DE,Organic
248,2023-01-05,DE,Organic
249,2023-01-05,DE,Organic
250,2023-01-05,DE,Organic
251,2023-01-05,DE,Organic
252,2023-01-05,NL,Organic
253,2023-01-05,DE,Organic
254,2023-01-05,DE,Organic
255,2023-01-05,DE,Organic
256,2023-01-05,NL,Organic
257,2023-01-05,NL,Organic
258,2023-01-05,DE,Organic
259,2023-01-05,NL,Organic
260,2023-01-05,NL,Organic
261,2023-01-05,DE,Organic
262,2023-01-05,DE,Organic
263,2023-01-05,DE,Organic
264,2023-01-05,NL,Organic
265,2023-01-05,NL,Paid Search
266,2023-01-05,NL,Paid Search
267,2023-01-05,NL,Paid Search
268,2023-01-05,NL,Paid Search
269,2023-01-05,DE,Paid Search
270,2023-01-05,NL,Paid Search
271,2023-01-05,NL,Paid Search
272,2023-01-05,DE,Paid Search
273,2023-01-05,DE,Paid Search
274,2023-01-05,NL,Paid Search
275,2023-01-05,DE,Paid Search
276,2023-01-05,DE,Paid Search
277,2023-01-05,DE,Social
278,2023-01-06,NL,Organic
279,2023-01-06,DE,Organic
280,2023-01-06,DE,Organic
281,2023-01-06,NL,Organic
282,2023-01-06,NL,Organic
283,2023-01-06,NL,Organic
284,2023-01-06,NL,Organic
285,2023-01-06,DE,Organic
286,2023-01-06,NL,Organic
287,2023-01-06,NL,Organic
288,2023-01-06,NL,Organic
289,2023-01-06,DE,Organic
290,2023-01-06,DE,Organic
291,2023-01-06,NL,Organic
292,2023-01-06,NL,Organic
293,2023-01-06,DE,Organic
294,2023-01-06,NL,Organic
295,2023-01-06,NL,Organic
296,2023-01-06,DE,Organic
297,2023-01-06,DE,Organic
298,2023-01-06,NL,Organic
299,2023-01-06,NL,Organic
300,2023-01-06,NL,Organic
301,2023-01-06,DE,Organic
302,2023-01-06,DE,Organic
303,2023-01-06,DE,Organic
304,2023-01-06,DE,Organic
305,2023-01-06,NL,Organic
306,2023-01-06,NL,Organic
307,2023-01-06,DE,Organic
308,2023-01-06,NL,Organic
309,2023-01-06,DE,Organic
310,2023-01-06,DE,Organic
311,2023-01-06,NL,Organic
312,2023-01-06,DE,Organic
313,2023-01-06,DE,Organic
314,2023-01-06,DE,Organic
315,2023-01-06,NL,Organic
316,2023-01-06,DE,Paid Search
317,2023-01-06,NL,Paid Search
318,2023-01-06,NL,Paid Search
319,2023-01-06,NL,Paid Search
320,2023-01-06,DE,Paid Search
321,2023-01-06,NL,Paid Search
322,2023-01-06,NL,Paid Search
323,2023-01-06,NL,Paid Search
324,2023-01-06,NL,Paid Search
325,2023-01-06,DE,Paid Search
326,2023-01-06,NL,Paid Search
327,2023-01-06,NL,Paid Search
328,2023-01-06,DE,Social
329,2023-01-06,DE,Social
330,2023-01-06,DE,Social
331,2023-01-07,NL,Organic
332,2023-01-07,NL,Organic
333,2023-01-07,DE,Organic
334,2023-01-07,NL,Organic
335,2023-01-07,NL,Organic
336,2023-01-07,NL,Organic
337,2023-01-07,NL,Organic
338,2023-01-07,NL,Organic
339,2023-01-07,NL,Organic
340,2023-01-07,NL,Organic
341,2023-01-07,NL,Organic
342,2023-01-07,NL,Organic
343,2023-01-07,NL,Organic
344,2023-01-07,DE,Organic
345,2023-01-07,NL,Organic
346,2023-01-07,DE,Organic
347,2023-01-07,NL,Organic
348,2023-01-07,DE,Organic
349,2023-01-07,NL,Organic
350,2023-01-07,NL,Organic
351,2023-01-07,DE,Organic
352,2023-01-07,DE,Organic
353,2023-01-07,DE,Organic
354,2023-01-07,NL,Organic
355,2023-01-07,NL,Organic
356,2023-01-07,DE,Organic
357,2023-01-07,NL,Organic
358,2023-01-07,NL,Organic
359,2023-01-07,DE,Organic
360,2023-01-07,NL,Organic
361,2023-01-07,DE,Organic
362,2023-01-07,DE,Organic
363,2023-01-07,NL,Organic
364,2023-01-07,NL,Organic
365,2023-01-07,DE,Organic
366,2023-01-07,DE,Organic
367,2023-01-07,NL,Paid Search
368,2023-01-07,NL,Paid Search
369,2023-01-07,NL,Paid Search
370,2023-01-07,DE,Paid Search
371,2023-01-07,NL,Paid Search
372,2023-01-07,NL,Paid Search
373,2023-01-07,DE,Paid Search
374,2023-01-07,DE,Paid Search
375,2023-01-07,DE,Paid Search
376,2023-01-07,DE,Social
377,2023-01-07,NL,Social
378,2023-01-08,DE,Organic
379,2023-01-08,DE,Organic
380,2023-01-08,DE,Organic
381,2023-01-08,NL,Organic
382,2023-01-08,DE,Organic
383,2023-01-08,NL,Organic
384,2023-01-08,DE,Organic
385,2023-01-08,DE,Organic
386,2023-01-08,NL,Organic
387,2023-01-08,NL,Organic
388,2023-01-08,DE,Organic
389,2023-01-08,DE,Organic
390,2023-01-08,DE,Organic
391,2023-01-08,NL,Organic
392,2023-01-08,NL,Organic
393,2023-01-08,NL,Organic
394,2023-01-08,NL,Organic
395,2023-01-08,NL,Organic
396,2023-01-08,DE,Organic
397,2023-01-08,NL,Organic
398,2023-01-08,DE,Organic
399,2023-01-08,DE,Organic
400,2023-01-08,DE,Organic
401,2023-01-08,NL,Organic
402,2023-01-08,NL,Organic
403,2023-01-08,DE,Organic
404,2023-01-08,DE,Organic
405,2023-01-08,DE,Organic
406,2023-01-08,DE,Organic
407,2023-01-08,DE,Organic
408,2023-01-08,DE,Organic
409,2023-01-08,DE,Organic
410,2023-01-08,NL,Organic
411,2023-01-08,DE,Organic
412,2023-01-08,DE,Organic
413,2023-01-08,NL,Email
414,2023-01-08,NL,Email
415,2023-01-08,DE,Email
416,2023-01-08,NL,Email
417,2023-01-08,NL,Email
418,2023-01-08,NL,Email
419,2023-01-08,DE,Email
420,2023-01-08,DE,Email
421,2023-01-08,NL,Email
422,2023-01-08,NL,Email
423,2023-01-08,DE,Email
424,2023-01-08,DE,Social
425,2023-01-08,NL,Social
426,2023-01-08,NL,Social
427,2023-01-08,DE,Social
428,2023-01-08,DE,Social
429,2023-01-08,NL,Social
430,2023-01-08,NL,Social
431,2023-01-08,DE,Paid Search
432,2023-01-08,NL,Paid Search
433,2023-01-08,NL,Paid Search
434,2023-01-08,NL,Paid Search
435,2023-01-08,NL,Paid Search
436,2023-01-08,NL,Paid Search
437,2023-01-08,DE,Paid Search
438,2023-01-08,NL,Paid Search
439,2023-01-08,NL,Paid Search
440,2023-01-08,NL,Paid Search
441,2023-01-08,NL,Paid Search
442,2023-01-08,DE,Paid Search
443,2023-01-08,DE,Paid Search
444,2023-01-09,NL,Organic
445,2023-01-09,NL,Organic
446,2023-01-09,NL,Organic
447,2023-01-09,NL,Organic
448,2023-01-09,DE,Organic
449,2023-01-09,DE,Organic
450,2023-01-09,DE,Organic
451,2023-01-09,DE,Organic
452,2023-01-09,NL,Organic
453,2023-01-09,NL,Organic
454,2023-01-09,DE,Organic
455,2023-01-09,DE,Organic
456,2023-01-09,NL,Organic
457,2023-01-09,DE,Organic
458,2023-01-09,NL,Organic
459,2023-01-09,DE,Organic
460,2023-01-09,NL,Organic
461,2023-01-09,NL,Organic
462,2023-01-09,DE,Organic
463,2023-01-09,DE,Organic
464,2023-01-09,NL,Organic
465,2023-01-09,DE,Organic
466,2023-01-09,DE,Organic
467,2023-01-09,DE,Organic
468,2023-01-09,DE,Organic
469,2023-01-09,DE,Organic
470,2023-01-09,NL,Organic
471,2023-01-09,DE,Organic
472,2023-01-09,DE,Organic
473,2023-01-09,DE,Organic
474,2023-01-09,NL,Organic
475,2023-01-09,DE,Organic
476,2023-01-09,NL,Organic
477,2023-01-09,NL,Social
478,2023-01-09,DE,Paid Search
479,2023-01-09,NL,Paid Search
480,2023-01-09,DE,Paid Search
481,2023-01-09,NL,Paid Search
482,2023-01-09,DE,Paid Search
483,2023-01-09,DE,Paid Search
484,2023-01-09,NL,Paid Search
485,2023-01-09,NL,Paid Search
486,2023-01-09,DE,Paid Search
487,2023-01-09,DE,Paid Search
488,2023-01-09,DE,Paid Search
489,2023-01-09,NL,Paid Search
490,2023-01-09,DE,Paid Search
491,2023-01-09,NL,Paid Search
492,2023-01-10,NL,Organic
493,2023-01-10,DE,Organic
494,2023-01-10,NL,Organic
495,2023-01-10,NL,Organic
496,2023-01-10,NL,Organic
497,2023-01-10,DE,Organic
498,2023-01-10,NL,Organic
499,2023-01-10,NL,Organic
500,2023-01-10,NL,Organic
501,2023-01-10,NL,Organic
502,2023-01-10,DE,Organic
503,2023-01-10,NL,Organic
504,2023-01-10,NL,Organic
505,2023-01-10,NL,Organic
506,2023-01-10,NL,Organic
507,2023-01-10,DE,Organic
508,2023-01-10,NL,Organic
509,2023-01-10,NL,Organic
510,2023-01-10,DE,Organic
511,2023-01-10,DE,Organic
512,2023-01-10,DE,Organic
513,2023-01-10,DE,Organic
514,2023-01-10,DE,Organic
515,2023-01-10,DE,Organic
516,2023-01-10,NL,Organic
517,2023-01-10,DE,Organic
518,2023-01-10,DE,Organic
519,2023-01-10,NL,Organic
520,2023-01-10,NL,Organic
521,2023-01-10,NL,Organic
522,2023-01-10,DE,Organic
523,2023-01-10,DE,Organic
524,2023-01-10,NL,Organic
525,2023-01-10,DE,Social
526,2023-01-10,DE,Social
527,2023-01-10,NL,Social
528,2023-01-10,DE,Social
529,2023-01-10,NL,Social
530,2023-01-10,DE,Social
531,2023-01-10,DE,Social
532,2023-01-10,DE,Social
533,2023-01-10,DE,Social
534,2023-01-10,NL,Social
535,2023-01-10,DE,Paid Search
536,2023-01-10,NL,Paid Search
537,2023-01-10,DE,Paid Search
538,2023-01-10,DE,Paid Search
539,2023-01-10,DE,Paid Search
540,2023-01-10,DE,Paid Search
541,2023-01-10,DE,Paid Search
542,2023-01-10,DE,Paid Search
543,2023-01-10,NL,Paid Search
544,2023-01-10,NL,Paid Search
545,2023-01-10,NL,Paid Search
546,2023-01-10,NL,Paid Search
547,2023-01-10,DE,Paid Search
548,2023-01-10,NL,Paid Search
549,2023-01-10,DE,Paid Search
550,2023-01-10,DE,Paid Search
551,2023-01-11,NL,Organic
552,2023-01-11,NL,Organic
553,2023-01-11,DE,Organic
554,2023-01-11,DE,Organic
555,2023-01-11,NL,Organic
556,2023-01-11,DE,Organic
557,2023-01-11,DE,Organic
558,2023-01-11,DE,Organic
559,2023-01-11,DE,Organic
560,2023-01-11,NL,Organic
561,2023-01-11,DE,Organic
562,2023-01-11,NL,Organic
563,2023-01-11,NL,Organic
564,2023-01-11,NL,Organic
565,2023-01-11,NL,Organic
566,2023-01-11,DE,Organic
567,2023-01-11,DE,Organic
568,2023-01-11,NL,Organic
569,2023-01-11,DE,Organic
570,2023-01-11,DE,Organic
571,2023-01-11,DE,Organic
572,2023-01-11,DE,Organic
573,2023-01-11,DE,Organic
574,2023-01-11,DE,Organic
575,2023-01-11,DE,Organic
576,2023-01-11,NL,Organic
577,2023-01-11,DE,Organic
578,2023-01-11,NL,Organic
579,2023-01-11,DE,Organic
580,2023-01-11,NL,Organic
581,2023-01-11,NL,Organic
582,2023-01-11,DE,Organic
583,2023-01-11,DE,Organic
584,2023-01-11,DE,Organic
585,2023-01-11,DE,Organic
586,2023-01-11,DE,Organic
587,2023-01-11,NL,Organic
588,2023-01-11,DE,Paid Search
589,2023-01-11,DE,Paid Search
590,2023-01-11,DE,Paid Search
591,2023-01-11,DE,Paid Search
592,2023-01-11,DE,Paid Search
593,2023-01-11,DE,Paid Search
594,2023-01-11,DE,Paid Search
595,2023-01-11,DE,Paid Search
596,2023-01-11,DE,Paid Search
597,2023-01-11,DE,Paid Search
598,2023-01-11,NL,Paid Search
599,2023-01-11,NL,Paid Search
600,2023-01-11,NL,Paid Search
601,2023-01-11,NL,Paid Search
602,2023-01-11,NL,Paid Search
603,2023-01-11,DE,Social
604,2023-01-11,NL,Social
605,2023-01-12,NL,Organic
606,2023-01-12,NL,Organic
607,2023-01-12,DE,Organic
608,2023-01-12,NL,Organic
609,2023-01-12,NL,Organic
610,2023-01-12,DE,Organic
611,2023-01-12,NL,Organic
612,2023-01-12,NL,Organic
613,2023-01-12,DE,Organic
614,2023-01-12,NL,Organic
615,2023-01-12,NL,Organic
616,2023-01-12,DE,Organic
617,2023-01-12,DE,Organic
618,2023-01-12,NL,Organic
619,2023-01-12,NL,Organic
620,2023-01-12,DE,Organic
621,2023-01-12,DE,Organic
622,2023-01-12,NL,Organic
623,2023-01-12,NL,Organic
624,2023-01-12,NL,Organic
625,2023-01-12,NL,Organic
626,2023-01-12,NL,Organic
627,2023-01-12,DE,Organic
628,2023-01-12,DE,Organic
629,2023-01-12,DE,Organic
630,2023-01-12,DE,Organic
631,2023-01-12,DE,Organic
632,2023-01-12,DE,Organic
633,2023-01-12,NL,Organic
634,2023-01-12,NL,Organic
635,2023-01-12,DE,Organic
636,2023-01-12,DE,Organic
637,2023-01-12,DE,Organic
638,2023-01-12,NL,Social
639,2023-01-12,DE,Paid Search
640,2023-01-12,DE,Paid Search
641,2023-01-12,DE,Paid Search
642,2023-01-12,NL,Paid Search
643,2023-01-12,DE,Paid Search
644,2023-01-12,DE,Paid Search
645,2023-01-12,DE,Paid Search
646,2023-01-12,NL,Paid Search
647,2023-01-12,DE,Paid Search
648,2023-01-12,DE,Paid Search
649,2023-01-12,NL,Paid Search
650,2023-01-12,NL,Email
651,2023-01-12,DE,Email
652,2023-01-12,DE,Email
653,2023-01-12,DE,Email
654,2023-01-12,NL,Email
655,2023-01-12,NL,Email
656,2023-01-12,DE,Email
657,2023-01-12,DE,Email
658,2023-01-12,NL,Email
659,2023-01-12,DE,Email
660,2023-01-12,NL,Email
661,2023-01-12,DE,Email
662,2023-01-12,NL,Email
663,2023-01-12,DE,Email
664,2023-01-12,DE,Email
665,2023-01-13,NL,Organic
666,2023-01-13,NL,Organic
667,2023-01-13,DE,Organic
668,2023-01-13,DE,Organic
669,2023-01-13,NL,Organic
670,2023-01-13,DE,Organic
671,2023-01-13,NL,Organic
672,2023-01-13,NL,Organic
673,2023-01-13,NL,Organic
674,2023-01-13,NL,Organic
675,2023-01-13,NL,Organic
676,2023-01-13,DE,Organic
677,2023-01-13,NL,Organic
678,2023-01-13,DE,Organic
679,2023-01-13,DE,Organic
680,2023-01-13,DE,Organic
681,2023-01-13,DE,Organic
682,2023-01-13,DE,Organic
683,2023-01-13,DE,Organic
684,2023-01-13,NL,Organic
685,2023-01-13,DE,Organic
686,2023-01-13,NL,Organic
687,2023-01-13,NL,Organic
688,2023-01-13,NL,Organic
689,2023-01-13,DE,Organic
690,2023-01-13,DE,Organic
691,2023-01-13,NL,Organic
692,2023-01-13,DE,Organic
693,2023-01-13,NL,Organic
694,2023-01-13,NL,Organic
695,2023-01-13,DE,Organic
696,2023-01-13,DE,Organic
697,2023-01-13,NL,Organic
698,2023-01-13,NL,Organic
699,2023-01-13,NL,Organic
700,2023-01-13,DE,Organic
701,2023-01-13,DE,Organic
702,2023-01-13,NL,Organic
703,2023-01-13,NL,Paid Search
704,2023-01-13,NL,Paid Search
705,2023-01-13,DE,Paid Search
706,2023-01-13,DE,Paid Search
707,2023-01-13,DE,Paid Search
708,2023-01-13,NL,Paid Search
709,2023-01-13,DE,Paid Search
710,2023-01-13,NL,Paid Search
711,2023-01-13,NL,Paid Search
712,2023-01-13,NL,Paid Search
713,2023-01-13,NL,Paid Search
714,2023-01-13,DE,Paid Search
715,2023-01-13,DE,Social
716,2023-01-13,NL,Social
717,2023-01-13,DE,Social
718,2023-01-13,NL,Social
719,2023-01-13,NL,Social
720,2023-01-13,NL,Social
721,2023-01-13,DE,Social
722,2023-01-14,NL,Organic
723,2023-01-14,DE,Organic
724,2023-01-14,NL,Organic
725,2023-01-14,NL,Organic
726,2023-01-14,NL,Organic
727,2023-01-14,DE,Organic
728,2023-01-14,NL,Organic
729,2023-01-14,DE,Organic
730,2023-01-14,NL,Organic
731,2023-01-14,NL,Organic
732,2023-01-14,DE,Organic
733,2023-01-14,NL,Organic
734,2023-01-14,NL,Organic
735,2023-01-14,NL,Organic
736,2023-01-14,DE,Organic
737,2023-01-14,NL,Organic
738,2023-01-14,DE,Organic
739,2023-01-14,DE,Organic
740,2023-01-14,DE,Organic
741,2023-01-14,NL,Organic
742,2023-01-14,NL,Organic
743,2023-01-14,DE,Organic
744,2023-01-14,DE,Organic
745,2023-01-14,NL,Organic
746,2023-01-14,DE,Organic
747,2023-01-14,NL,Organic
748,2023-01-14,DE,Organic
749,2023-01-14,DE,Organic
750,2023-01-14,DE,Organic
751,2023-01-14,DE,Organic
752,2023-01-14,NL,Organic
753,2023-01-14,NL,Organic
754,2023-01-14,DE,Organic
755,2023-01-14,DE,Organic
756,2023-01-14,DE,Social
757,2023-01-14,NL,Social
758,2023-01-14,DE,Social
759,2023-01-14,NL,Paid Search
760,2023-01-14,NL,Paid Search
761,2023-01-14,DE,Paid Search
762,2023-01-14,NL,Paid Search
763,2023-01-14,DE,Paid Search
764,2023-01-14,NL,Paid Search
765,2023-01-14,DE,Paid Search
766,2023-01-14,NL,Paid Search
767,2023-01-14,DE,Paid Search
768,2023-01-14,NL,Paid Search
769,2023-01-14,DE,Paid Search
770,2023-01-14,DE,Paid Search
771,2023-01-14,DE,Paid Search
772,2023-01-15,NL,Organic
773,2023-01-15,NL,Organic
774,2023-01-15,NL,Organic
775,2023-01-15,NL,Organic
776,2023-01-15,NL,Organic
777,2023-01-15,NL,Organic
778,2023-01-15,NL,Organic
779,2023-01-15,DE,Organic
780,2023-01-15,NL,Organic
781,2023-01-15,NL,Organic
782,2023-01-15,NL,Organic
783,2023-01-15,DE,Organic
784,2023-01-15,DE,Organic
785,2023-01-15,DE,Organic
786,2023-01-15,NL,Organic
787,2023-01-15,DE,Organic
788,2023-01-15,NL,Organic
789,2023-01-15,NL,Organic
790,2023-01-15,NL,Organic
791,2023-01-15,NL,Organic
792,2023-01-15,DE,Organic
793,2023-01-15,NL,Organic
794,2023-01-15,DE,Organic
795,2023-01-15,NL,Organic
796,2023-01-15,DE,Organic
797,2023-01-15,DE,Organic
798,2023-01-15,DE,Organic
799,2023-01-15,NL,Organic
800,2023-01-15,DE,Organic
801,2023-01-15,NL,Organic
802,2023-01-15,NL,Organic
803,2023-01-15,DE,Organic
804,2023-01-15,NL,Organic
805,2023-01-15,NL,Organic
806,2023-01-15,NL,Organic
807,2023-01-15,NL,Organic
808,2023-01-15,DE,Social
809,2023-01-15,NL,Paid Search
810,2023-01-15,DE,Paid Search
811,2023-01-15,DE,Paid Search
812,2023-01-15,DE,Paid Search
813,2023-01-15,NL,Paid Search
814,2023-01-15,NL,Paid Search
815,2023-01-15,NL,Paid Search
816,2023-01-15,DE,Paid Search
817,2023-01-15,DE,Paid Search
818,2023-01-15,NL,Paid Search
819,2023-01-15,DE,Paid Search
820,2023-01-15,DE,Paid Search
821,2023-01-15,DE,Paid Search
822,2023-01-16,DE,Organic
823,2023-01-16,DE,Organic
824,2023-01-16,DE,Organic
825,2023-01-16,NL,Organic
826,2023-01-16,NL,Organic
827,2023-01-16,DE,Organic
828,2023-01-16,DE,Organic
829,2023-01-16,DE,Organic
830,2023-01-16,DE,Organic
831,2023-01-16,DE,Organic
832,2023-01-16,DE,Organic
833,2023-01-16,NL,Organic
834,2023-01-16,NL,Organic
835,2023-01-16,DE,Organic
836,2023-01-16,NL,Organic
837,2023-01-16,NL,Organic
838,2023-01-16,DE,Organic
839,2023-01-16,NL,Organic
840,2023-01-16,DE,Organic
841,2023-01-16,NL,Organic
842,2023-01-16,NL,Organic
843,2023-01-16,DE,Organic
844,2023-01-16,NL,Organic
845,2023-01-16,DE,Organic
846,2023-01-16,NL,Organic
847,2023-01-16,NL,Organic
848,2023-01-16,NL,Organic
849,2023-01-16,DE,Organic
850,2023-01-16,DE,Organic
851,2023-01-16,NL,Paid Search
852,2023-01-16,NL,Paid Search
853,2023-01-16,DE,Paid Search
