order_id,customer_id,product_id,order_date,category,channel,quantity,base_price,revenue
73,141,8,2023-01-04,Fashion,Email,1,120,120.0
74,75,13,2023-01-04,Fashion,Email,2,60,120.0
75,18,10,2023-01-04,Fashion,Email,1,200,200.0
76,26,2,2023-01-04,Electronics,Email,1,500,500.0
77,186,12,2023-01-04,Fashion,Email,1,150,150.0
78,125,10,2023-01-04,Fashion,Email,1,200,200.0
79,92,16,2023-01-04,Home,Email,1,120,120.0
80,172,27,2023-01-04,Sports,Email,1,25,25.0
81,61,1,2023-01-04,Electronics,Email,1,800,800.0
82,73,12,2023-01-04,Fashion,Email,2,150,300.0
83,18,16,2023-01-04,Home,Email,2,120,240.0
84,82,25,2023-01-04,Sports,Email,1,20,20.0
85,116,10,2023-01-04,Fashion,Email,1,200,200.0
86,158,27,2023-01-04,Sports,Email,1,25,25.0
87,79,6,2023-01-04,Electronics,Email,1,400,400.0
88,150,2,2023-01-04,Electronics,Email,1,500,500.0
89,145,12,2023-01-04,Fashion,Email,1,150,150.0
90,94,28,2023-01-04,Sports,Email,1,130,130.0
91,81,4,2023-01-04,Electronics,Email,1,250,250.0
92,44,15,2023-01-04,Home,Email,1,250,250.0
93,81,9,2023-01-04,Fashion,Email,1,90,90.0
94,166,12,2023-01-04,Fashion,Paid Search,1,150,135.0
95,21,21,2023-01-04,Home,Paid Search,1,450,405.0
96,72,21,2023-01-04,Home,Paid Search,1,450,405.0
97,212,9,2023-01-04,Fashion,Paid Search,1,90,81.0
98,33,24,2023-01-05,Sports,Organic,1,50,50.0
99,190,9,2023-01-05,Fashion,Organic,1,90,90.0
100,22,20,2023-01-05,Home,Organic,1,25,25.0
101,106,26,2023-01-05,Sports,Organic,1,35,35.0
102,185,4,2023-01-05,Electronics,Organic,1,250,250.0
103,241,11,2023-01-05,Fashion,Organic,1,30,30.0
104,24,8,2023-01-05,Fashion,Organic,1,120,120.0
105,166,1,2023-01-05,Electronics,Organic,1,800,800.0
106,141,21,2023-01-05,Home,Organic,1,450,450.0
107,135,5,2023-01-05,Electronics,Organic,1,300,300.0
108,90,25,2023-01-05,Sports,Organic,1,20,20.0
109,194,10,2023-01-05,Fashion,Organic,1,200,200.0
110,40,19,2023-01-05,Home,Organic,1,45,45.0
111,129,11,2023-01-05,Fashion,Organic,1,30,30.0
112,264,13,2023-01-05,Fashion,Paid Search,1,60,54.0
113,144,23,2023-01-05,Sports,Paid Search,1,120,108.0
114,77,16,2023-01-05,Home,Paid Search,1,120,108.0
115,86,13,2023-01-06,Fashion,Organic,2,60,120.0
116,176,4,2023-01-06,Electronics,Organic,1,250,250.0
117,306,19,2023-01-06,Home,Organic,1,45,45.0
118,36,16,2023-01-06,Home,Organic,1,120,120.0
119,194,25,2023-01-06,Sports,Organic,1,20,20.0
120,68,8,2023-01-06,Fashion,Organic,3,120,360.0
121,9,16,2023-01-06,Home,Organic,1,120,120.0
122,268,21,2023-01-06,Home,Organic,1,450,450.0
123,259,6,2023-01-06,Electronics,Organic,1,400,400.0
124,215,28,2023-01-06,Sports,Organic,1,130,130.0
125,77,19,2023-01-06,Home,Organic,1,45,45.0
126,50,16,2023-01-06,Home,Organic,1,120,120.0
127,244,19,2023-01-06,Home,Organic,1,45,45.0
128,308,15,2023-01-06,Home,Organic,3,250,750.0
129,196,24,2023-01-06,Sports,Paid Search,1,50,45.0
130,302,21,2023-01-06,Home,Paid Search,2,450,810.0
131,295,1,2023-01-06,Electronics,Paid Search,1,800,720.0
132,338,15,2023-01-07,Home,Organic,1,250,250.0
133,118,11,2023-01-07,Fashion,Organic,1,30,30.0
134,359,9,2023-01-07,Fashion,Organic,1,90,90.0
135,52,23,2023-01-07,Sports,Organic,1,120,120.0
136,261,25,2023-01-07,Sports,Organic,1,20,20.0
137,174,14,2023-01-07,Fashion,Organic,1,80,80.0
138,282,12,2023-01-07,Fashion,Organic,1,150,150.0
139,357,6,2023-01-07,Electronics,Organic,1,400,400.0
140,362,8,2023-01-07,Fashion,Organic,1,120,120.0
141,83,11,2023-01-07,Fashion,Organic,1,30,30.0
142,326,8,2023-01-07,Fashion,Organic,1,120,120.0
143,47,7,2023-01-07,Electronics,Organic,1,350,350.0
144,75,25,2023-01-07,Sports,Organic,1,20,20.0
145,308,18,2023-01-07,Home,Organic,1,70,70.0
146,315,27,2023-01-07,Sports,Paid Search,1,25,22.5
147,267,24,2023-01-07,Sports,Paid Search,1,50,45.0
148,365,5,2023-01-07,Electronics,Paid Search,2,300,540.0
149,209,19,2023-01-08,Home,Organic,2,45,90.0
150,55,12,2023-01-08,Fashion,Organic,1,150,150.0
151,38,19,2023-01-08,Home,Organic,1,45,45.0
152,151,24,2023-01-08,Sports,Organic,1,50,50.0
153,60,14,2023-01-08,Fashion,Organic,2,80,160.0
154,263,3,2023-01-08,Electronics,Organic,1,1200,1200.0
155,276,14,2023-01-08,Fashion,Organic,1,80,80.0
156,407,5,2023-01-08,Electronics,Organic,1,300,300.0
157,129,13,2023-01-08,Fashion,Organic,1,60,60.0
158,227,25,2023-01-08,Sports,Organic,1,20,20.0
159,289,4,2023-01-08,Electronics,Organic,1,250,250.0
160,395,23,2023-01-08,Sports,Organic,1,120,120.0
161,388,10,2023-01-08,Fashion,Organic,1,200,200.0
162,398,11,2023-01-08,Fashion,Organic,1,30,30.0
163,181,26,2023-01-08,Sports,Email,1,35,35.0
164,275,8,2023-01-08,Fashion,Email,1,120,120.0
165,359,14,2023-01-08,Fashion,Email,1,80,80.0
166,135,9,2023-01-08,Fashion,Email,1,90,90.0
167,148,15,2023-01-08,Home,Email,1,250,250.0
168,205,13,2023-01-08,Fashion,Email,1,60,60.0
169,384,7,2023-01-08,Electronics,Email,1,350,350.0
170,176,1,2023-01-08,Electronics,Email,1,800,800.0
171,284,23,2023-01-08,Sports,Email,1,120,120.0
172,244,10,2023-01-08,Fashion,Email,1,200,200.0
173,182,9,2023-01-08,Fashion,Email,1,90,90.0
174,294,24,2023-01-08,Sports,Email,1,50,50.0
175,94,27,2023-01-08,Sports,Email,2,25,50.0
176,350,9,2023-01-08,Fashion,Email,1,90,90.0
177,256,6,2023-01-08,Electronics,Email,1,400,400.0
178,103,23,2023-01-08,Sports,Email,1,120,120.0
179,377,23,2023-01-08,Sports,Email,1,120,120.0
180,136,23,2023-01-08,Sports,Email,2,120,240.0
181,118,16,2023-01-08,Home,Email,1,120,120.0
182,128,14,2023-01-08,Fashion,Email,1,80,80.0
183,317,24,2023-01-08,Sports,Email,1,50,50.0
184,80,21,2023-01-08,Home,Email,1,450,450.0
185,55,22,2023-01-08,Sports,Email,1,180,180.0
186,253,26,2023-01-08,Sports,Social,1,35,35.0
187,441,13,2023-01-08,Fashion,Paid Search,1,60,54.0
188,398,2,2023-01-08,Electronics,Paid Search,1,500,450.0
189,235,1,2023-01-08,Electronics,Paid Search,1,800,720.0
190,358,19,2023-01-08,Home,Paid Search,2,45,81.0
191,285,18,2023-01-09,Home,Organic,3,70,210.0
192,439,18,2023-01-09,Home,Organic,1,70,70.0
193,101,16,2023-01-09,Home,Organic,1,120,120.0
194,410,13,2023-01-09,Fashion,Organic,1,60,60.0
195,77,18,2023-01-09,Home,Organic,1,70,70.0
196,413,15,2023-01-09,Home,Organic,1,250,250.0
197,91,11,2023-01-09,Fashion,Organic,1,30,30.0
198,256,2,2023-01-09,Electronics,Organic,1,500,500.0
199,458,21,2023-01-09,Home,Organic,1,450,450.0
200,323,26,2023-01-09,Sports,Organic,1,35,35.0
201,274,20,2023-01-09,Home,Organic,1,25,25.0
202,162,14,2023-01-09,Fashion,Organic,1,80,80.0
203,250,10,2023-01-09,Fashion,Organic,1,200,200.0
204,129,5,2023-01-09,Electronics,Organic,1,300,300.0
205,177,1,2023-01-09,Electronics,Paid Search,1,800,720.0
206,211,8,2023-01-09,Fashion,Paid Search,1,120,108.0
207,180,14,2023-01-09,Fashion,Paid Search,1,80,72.0
208,24,23,2023-01-10,Sports,Organic,1,120,120.0
209,241,13,2023-01-10,Fashion,Organic,1,60,60.0
210,258,6,2023-01-10,Electronics,Organic,1,400,400.0
211,82,9,2023-01-10,Fashion,Organic,1,90,90.0
212,171,25,2023-01-10,Sports,Organic,1,20,20.0
213,106,1,2023-01-10,Electronics,Organic,1,800,800.0
214,66,18,2023-01-10,Home,Organic,1,70,70.0
215,56,22,2023-01-10,Sports,Organic,2,180,360.0
216,407,12,2023-01-10,Fashion,Organic,1,150,150.0
217,86,8,2023-01-10,Fashion,Organic,3,120,360.0
218,269,5,2023-01-10,Electronics,Organic,1,300,300.0
219,160,1,2023-01-10,Electronics,Organic,1,800,800.0
220,400,10,2023-01-10,Fashion,Organic,1,200,200.0
221,235,23,2023-01-10,Sports,Organic,2,120,240.0
222,479,14,2023-01-10,Fashion,Social,1,80,80.0
223,160,10,2023-01-10,Fashion,Paid Search,1,200,180.0
224,11,15,2023-01-10,Home,Paid Search,1,250,225.0
225,536,7,2023-01-10,Electronics,Paid Search,2,350,630.0
226,140,17,2023-01-10,Home,Paid Search,1,100,90.0
227,279,20,2023-01-11,Home,Organic,1,25,25.0
228,504,9,2023-01-11,Fashion,Organic,1,90,90.0
229,329,8,2023-01-11,Fashion,Organic,2,120,240.0
230,156,1,2023-01-11,Electronics,Organic,1,800,800.0
231,548,1,2023-01-11,Electronics,Organic,1,800,800.0
232,191,15,2023-01-11,Home,Organic,2,250,500.0
233,289,17,2023-01-11,Home,Organic,1,100,100.0
234,129,27,2023-01-11,Sports,Organic,1,25,25.0
235,449,27,2023-01-11,Sports,Organic,1,25,25.0
236,9,16,2023-01-11,Home,Organic,1,120,120.0
237,93,16,2023-01-11,Home,Organic,1,120,120.0
238,16,11,2023-01-11,Fashion,Organic,1,30,30.0
239,223,24,2023-01-11,Sports,Organic,1,50,50.0
240,431,24,2023-01-11,Sports,Organic,1,50,50.0
241,391,14,2023-01-11,Fashion,Paid Search,2,80,144.0
242,13,15,2023-01-11,Home,Paid Search,1,250,225.0
243,255,4,2023-01-11,Electronics,Paid Search,1,250,225.0
244,454,9,2023-01-11,Fashion,Paid Search,1,90,81.0
245,255,2,2023-01-12,Electronics,Organic,1,500,500.0
246,512,8,2023-01-12,Fashion,Organic,2,120,240.0
247,634,17,2023-01-12,Home,Organic,1,100,100.0
248,62,15,2023-01-12,Home,Organic,1,250,250.0
249,365,27,2023-01-12,Sports,Organic,1,25,25.0
250,158,13,2023-01-12,Fashion,Organic,1,60,60.0
251,550,7,2023-01-12,Electronics,Organic,1,350,350.0
252,110,9,2023-01-12,Fashion,Organic,1,90,90.0
253,500,9,2023-01-12,Fashion,Organic,1,90,90.0
254,325,19,2023-01-12,Home,Organic,1,45,45.0
255,356,14,2023-01-12,Fashion,Organic,1,80,80.0
256,450,20,2023-01-12,Home,Organic,1,25,25.0
257,198,8,2023-01-12,Fashion,Organic,2,120,240.0
258,387,24,2023-01-12,Sports,Organic,1,50,50.0
259,282,21,2023-01-12,Home,Paid Search,1,450,405.0
260,614,7,2023-01-12,Electronics,Paid Search,3,350,945.0
261,568,16,2023-01-12,Home,Paid Search,1,120,108.0
262,552,14,2023-01-12,Fashion,Email,1,80,80.0
263,397,2,2023-01-12,Electronics,Email,1,500,500.0
264,537,6,2023-01-12,Electronics,Email,1,400,400.0
265,510,21,2023-01-12,Home,Email,1,450,450.0
266,565,16,2023-01-12,Home,Email,1,120,120.0
267,628,17,2023-01-12,Home,Email,3,100,300.0
268,331,18,2023-01-12,Home,Email,2,70,140.0
269,657,24,2023-01-12,Sports,Email,1,50,50.0
270,114,15,2023-01-12,Home,Email,2,250,500.0
271,536,13,2023-01-12,Fashion,Email,1,60,60.0
272,69,22,2023-01-12,Sports,Email,1,180,180.0
273,133,9,2023-01-12,Fashion,Email,1,90,90.0
274,33,16,2023-01-12,Home,Email,1,120,120.0
275,110,18,2023-01-12,Home,Email,1,70,70.0
276,197,15,2023-01-12,Home,Email,1,250,250.0
277,33,19,2023-01-12,Home,Email,1,45,45.0
278,658,21,2023-01-12,Home,Email,1,450,450.0
279,398,13,2023-01-12,Fashion,Email,3,60,180.0
280,502,5,2023-01-12,Electronics,Email,1,300,300.0
281,639,13,2023-01-12,Fashion,Email,1,60,60.0
282,605,3,2023-01-12,Electronics,Email,1,1200,1200.0
283,51,3,2023-01-12,Electronics,Email,1,1200,1200.0
284,227,12,2023-01-12,Fashion,Email,1,150,150.0
285,323,12,2023-01-13,Fashion,Organic,1,150,150.0
286,333,14,2023-01-13,Fashion,Organic,2,80,160.0
287,381,18,2023-01-13,Home,Organic,3,70,210.0
288,649,25,2023-01-13,Sports,Organic,1,20,20.0
289,332,19,2023-01-13,Home,Organic,1,45,45.0
290,247,12,2023-01-13,Fashion,Organic,1,150,150.0
291,559,9,2023-01-13,Fashion,Organic,2,90,180.0
292,385,14,2023-01-13,Fashion,Organic,2,80,160.0
293,564,6,2023-01-13,Electronics,Organic,1,400,400.0
294,261,24,2023-01-13,Sports,Organic,1,50,50.0
295,464,18,2023-01-13,Home,Organic,1,70,70.0
296,407,8,2023-01-13,Fashion,Organic,1,120,120.0
297,36,17,2023-01-13,Home,Organic,1,100,100.0
298,611,22,2023-01-13,Sports,Organic,1,180,180.0
299,472,24,2023-01-13,Sports,Paid Search,1,50,45.0
300,160,16,2023-01-13,Home,Paid Search,1,120,108.0
301,272,10,2023-01-13,Fashion,Paid Search,2,200,360.0
302,80,13,2023-01-13,Fashion,Social,1,60,60.0
303,152,23,2023-01-14,Sports,Organic,2,120,240.0
304,345,8,2023-01-14,Fashion,Organic,1,120,120.0
305,488,19,2023-01-14,Home,Organic,1,45,45.0
306,51,26,2023-01-14,Sports,Organic,1,35,35.0
307,409,10,2023-01-14,Fashion,Organic,1,200,200.0
308,88,25,2023-01-14,Sports,Organic,1,20,20.0
309,514,18,2023-01-14,Home,Organic,1,70,70.0
310,715,16,2023-01-14,Home,Organic,1,120,120.0
311,139,11,2023-01-14,Fashion,Organic,1,30,30.0
312,573,9,2023-01-14,Fashion,Organic,1,90,90.0
313,500,4,2023-01-14,Electronics,Organic,1,250,250.0
314,668,12,2023-01-14,Fashion,Organic,1,150,150.0
315,201,12,2023-01-14,Fashion,Organic,2,150,300.0
316,631,13,2023-01-14,Fashion,Organic,1,60,60.0
317,313,2,2023-01-14,Electronics,Paid Search,1,500,450.0
318,359,5,2023-01-14,Electronics,Paid Search,1,300,270.0
319,453,12,2023-01-14,Fashion,Paid Search,1,150,135.0
320,150,11,2023-01-14,Fashion,Paid Search,1,30,27.0
321,671,22,2023-01-15,Sports,Organic,1,180,180.0
322,69,4,2023-01-15,Electronics,Organic,1,250,250.0
323,677,24,2023-01-15,Sports,Organic,1,50,50.0
324,679,21,2023-01-15,Home,Organic,2,450,900.0
325,676,24,2023-01-15,Sports,Organic,1,50,50.0
326,111,8,2023-01-15,Fashion,Organic,1,120,120.0
327,300,21,2023-01-15,Home,Organic,1,450,450.0
328,665,11,2023-01-15,Fashion,Organic,1,30,30.0
329,237,4,2023-01-15,Electronics,Organic,1,250,250.0
330,521,20,2023-01-15,Home,Organic,1,25,25.0
331,102,10,2023-01-15,Fashion,Organic,2,200,400.0
332,497,7,2023-01-15,Electronics,Organic,1,350,350.0
333,612,26,2023-01-15,Sports,Organic,1,35,35.0
334,91,9,2023-01-15,Fashion,Organic,2,90,180.0
335,641,10,2023-01-15,Fashion,Paid Search,1,200,180.0
336,242,26,2023-01-15,Sports,Paid Search,2,35,63.0
337,283,21,2023-01-15,Home,Paid Search,1,450,405.0
338,672,5,2023-01-16,Electronics,Organic,1,300,300.0
339,162,3,2023-01-16,Electronics,Organic,1,1200,1200.0
340,70,12,2023-01-16,Fashion,Organic,1,150,150.0
341,546,13,2023-01-16,Fashion,Organic,1,60,60.0
342,122,9,2023-01-16,Fashion,Organic,1,90,90.0
343,326,14,2023-01-16,Fashion,Organic,1,80,80.0
344,150,20,2023-01-16,Home,Organic,1,25,25.0
345,31,28,2023-01-16,Sports,Organic,1,130,130.0
346,327,4,2023-01-16,Electronics,Organic,1,250,250.0
347,422,17,2023-01-16,Home,Organic,1,100,100.0
348,454,27,2023-01-16,Sports,Organic,1,25,25.0
349,842,27,2023-01-16,Sports,Organic,2,25,50.0
350,757,3,2023-01-16,Electronics,Organic,1,1200,1200.0
351,156,21,2023-01-16,Home,Organic,1,450,450.0
352,515,14,2023-01-16,Fashion,Paid Search,1,80,72.0
353,620,18,2023-01-16,Home,Paid Search,1,70,63.0
354,730,13,2023-01-16,Fashion,Paid Search,1,60,54.0
355,423,16,2023-01-16,Home,Email,1,120,120.0
356,761,27,2023-01-16,Sports,Email,1,25,25.0
357,208,7,2023-01-16,Electronics,Email,1,350,350.0
358,210,8,2023-01-16,Fashion,Email,1,120,120.0
359,182,11,2023-01-16,Fashion,Email,1,30,30.0
360,632,4,2023-01-16,Electronics,Email,1,250,250.0
361,705,17,2023-01-16,Home,Email,1,100,100.0
362,469,9,2023-01-16,Fashion,Email,1,90,90.0
363,438,11,2023-01-16,Fashion,Email,1,30,30.0
364,795,8,2023-01-16,Fashion,Email,1,120,120.0
365,623,27,2023-01-16,Sports,Email,1,25,25.0
366,845,18,2023-01-16,Home,Email,1,70,70.0
367,738,17,2023-01-16,Home,Email,2,100,200.0
368,404,5,2023-01-16,Electronics,Email,1,300,300.0
369,761,12,2023-01-16,Fashion,Email,1,150,150.0
370,609,12,2023-01-16,Fashion,Email,2,150,300.0
371,538,6,2023-01-16,Electronics,Email,1,400,400.0
372,722,28,2023-01-16,Sports,Email,1,130,130.0
373,40,5,2023-01-16,Electronics,Email,1,300,300.0
374,112,11,2023-01-16,Fashion,Email,1,30,30.0
375,468,14,2023-01-16,Fashion,Email,1,80,80.0
376,44,9,2023-01-16,Fashion,Email,1,90,90.0
377,532,26,2023-01-16,Sports,Email,1,35,35.0
378,332,13,2023-01-17,Fashion,Organic,1,60,60.0
379,665,13,2023-01-17,Fashion,Organic,1,60,60.0
380,816,9,2023-01-17,Fashion,Organic,1,90,90.0
381,736,6,2023-01-17,Electronics,Organic,1,400,400.0
382,127,8,2023-01-17,Fashion,Organic,1,120,120.0
383,117,27,2023-01-17,Sports,Organic,1,25,25.0
384,461,13,2023-01-17,Fashion,Organic,1,60,60.0
385,372,8,2023-01-17,Fashion,Organic,1,120,120.0
386,537,13,2023-01-17,Fashion,Organic,1,60,60.0
387,394,13,2023-01-17,Fashion,Organic,1,60,60.0
388,811,5,2023-01-17,Electronics,Organic,1,300,300.0
389,627,16,2023-01-17,Home,Organic,1,120,120.0
390,388,12,2023-01-17,Fashion,Organic,1,150,150.0
391,390,22,2023-01-17,Sports,Organic,2,180,360.0
392,4,5,2023-01-17,Electronics,Paid Search,1,300,270.0
393,784,24,2023-01-17,Sports,Paid Search,1,50,45.0
394,13,4,2023-01-17,Electronics,Paid Search,1,250,225.0
395,689,17,2023-01-18,Home,Organic,1,100,100.0
396,626,6,2023-01-18,Electronics,Organic,2,400,800.0
397,709,13,2023-01-18,Fashion,Organic,1,60,60.0
398,610,19,2023-01-18,Home,Organic,1,45,45.0
399,807,19,2023-01-18,Home,Organic,2,45,90.0
400,182,18,2023-01-18,Home,Organic,2,70,140.0
401,768,12,2023-01-18,Fashion,Organic,1,150,150.0
402,369,22,2023-01-18,Sports,Organic,1,180,180.0
403,96,7,2023-01-18,Electronics,Organic,1,350,350.0
404,307,10,2023-01-18,Fashion,Organic,1,200,200.0
405,378,25,2023-01-18,Sports,Organic,1,20,20.0
406,840,1,2023-01-18,Electronics,Organic,2,800,1600.0
407,777,11,2023-01-18,Fashion,Organic,1,30,30.0
408,864,12,2023-01-18,Fashion,Organic,1,150,150.0
409,266,12,2023-01-18,Fashion,Paid Search,1,150,135.0
410,589,12,2023-01-18,Fashion,Paid Search,1,150,135.0
411,363,9,2023-01-18,Fashion,Paid Search,1,90,81.0
412,662,2,2023-01-19,Electronics,Organic,1,500,500.0
413,494,23,2023-01-19,Sports,Organic,1,120,120.0
414,643,4,2023-01-19,Electronics,Organic,1,250,250.0
415,914,14,2023-01-19,Fashion,Organic,1,80,80.0
416,550,10,2023-01-19,Fashion,Organic,1,200,200.0
417,474,14,2023-01-19,Fashion,Organic,1,80,80.0
418,834,11,2023-01-19,Fashion,Organic,1,30,30.0
419,951,27,2023-01-19,Sports,Organic,2,25,50.0
420,58,14,2023-01-19,Fashion,Organic,1,80,80.0
421,534,10,2023-01-19,Fashion,Organic,1,200,200.0
422,579,6,2023-01-19,Electronics,Organic,1,400,400.0
423,695,10,2023-01-19,Fashion,Organic,1,200,200.0
424,569,26,2023-01-19,Sports,Organic,1,35,35.0
425,20,2,2023-01-19,Electronics,Organic,1,500,500.0
426,487,10,2023-01-19,Fashion,Paid Search,1,200,180.0
427,926,21,2023-01-19,Home,Paid Search,1,450,405.0
428,620,23,2023-01-19,Sports,Paid Search,1,120,108.0
429,620,9,2023-01-19,Fashion,Paid Search,1,90,81.0
430,567,12,2023-01-20,Fashion,Organic,1,150,150.0
431,654,14,2023-01-20,Fashion,Organic,2,80,160.0
432,904,13,2023-01-20,Fashion,Organic,1,60,60.0
433,241,24,2023-01-20,Sports,Organic,2,50,100.0
434,306,16,2023-01-20,Home,Organic,1,120,120.0
435,561,8,2023-01-20,Fashion,Organic,1,120,120.0
436,32,12,2023-01-20,Fashion,Organic,1,150,150.0
437,1053,22,2023-01-20,Sports,Organic,1,180,180.0
438,424,26,2023-01-20,Sports,Organic,1,35,35.0
439,718,12,2023-01-20,Fashion,Organic,2,150,300.0
440,653,10,2023-01-20,Fashion,Organic,1,200,200.0
441,290,6,2023-01-20,Electronics,Organic,1,400,400.0
442,581,12,2023-01-20,Fashion,Organic,1,150,150.0
443,502,9,2023-01-20,Fashion,Organic,1,90,90.0
444,803,16,2023-01-20,Home,Paid Search,1,120,108.0
445,914,12,2023-01-20,Fashion,Paid Search,1,150,135.0
446,729,10,2023-01-20,Fashion,Paid Search,1,200,180.0
447,681,14,2023-01-20,Fashion,Paid Search,2,80,144.0
448,954,18,2023-01-20,Home,Social,1,70,70.0
449,475,2,2023-01-20,Electronics,Social,1,500,500.0
450,232,17,2023-01-20,Home,Email,3,100,300.0
451,981,18,2023-01-20,Home,Email,1,70,70.0
452,350,10,2023-01-20,Fashion,Email,2,200,400.0
453,714,26,2023-01-20,Sports,Email,1,35,35.0
454,261,12,2023-01-20,Fashion,Email,1,150,150.0
455,211,11,2023-01-20,Fashion,Email,1,30,30.0
456,220,3,2023-01-20,Electronics,Email,1,1200,1200.0
457,146,14,2023-01-20,Fashion,Email,1,80,80.0
458,619,12,2023-01-20,Fashion,Email,1,150,150.0
459,945,11,2023-01-20,Fashion,Email,1,30,30.0
460,847,2,2023-01-20,Electronics,Email,1,500,500.0
461,500,19,2023-01-20,Home,Email,1,45,45.0
462,326,4,2023-01-20,Electronics,Email,1,250,250.0
463,787,8,2023-01-20,Fashion,Email,2,120,240.0
464,698,2,2023-01-20,Electronics,Email,2,500,1000.0
465,883,7,2023-01-20,Electronics,Email,1,350,350.0
466,892,12,2023-01-20,Fashion,Email,1,150,150.0
467,701,12,2023-01-20,Fashion,Email,1,150,150.0
468,484,23,2023-01-20,Sports,Email,1,120,120.0
469,160,13,2023-01-20,Fashion,Email,1,60,60.0
470,997,1,2023-01-20,Electronics,Email,1,800,800.0
471,949,10,2023-01-20,Fashion,Email,1,200,200.0
472,200,21,2023-01-20,Home,Email,2,450,900.0
473,64,16,2023-01-21,Home,Organic,1,120,120.0
