order_id,customer_id,order_date,category,channel,quantity,base_price,revenue
167,422,2023-01-08,Home,Email,1,150,150.0
168,75,2023-01-08,Fashion,Email,1,80,80.0
169,242,2023-01-08,Electronics,Email,1,450,450.0
170,308,2023-01-08,Electronics,Email,1,450,450.0
171,223,2023-01-08,Sports,Email,1,120,120.0
172,46,2023-01-08,Fashion,Email,1,80,80.0
173,33,2023-01-08,Fashion,Email,1,80,80.0
174,135,2023-01-08,Sports,Email,1,120,120.0
175,114,2023-01-08,Sports,Email,2,120,240.0
176,190,2023-01-08,Fashion,Email,1,80,80.0
177,41,2023-01-08,Electronics,Email,1,450,450.0
178,312,2023-01-08,Sports,Email,1,120,120.0
179,20,2023-01-08,Sports,Email,1,120,120.0
180,371,2023-01-08,Sports,Email,2,120,240.0
181,197,2023-01-08,Home,Email,1,150,150.0
182,206,2023-01-08,Fashion,Email,1,80,80.0
183,315,2023-01-08,Sports,Email,1,120,120.0
184,336,2023-01-08,Home,Email,1,150,150.0
185,267,2023-01-08,Sports,Email,1,120,120.0
186,337,2023-01-08,Sports,Social,1,120,120.0
187,181,2023-01-08,Fashion,Paid Search,1,80,72.0
188,343,2023-01-08,Electronics,Paid Search,1,450,405.0
189,203,2023-01-08,Electronics,Paid Search,1,450,405.0
190,208,2023-01-08,Home,Paid Search,2,150,270.0
191,133,2023-01-09,Home,Organic,3,150,450.0
192,35,2023-01-09,Home,Organic,1,150,150.0
193,196,2023-01-09,Home,Organic,1,150,150.0
194,325,2023-01-09,Fashion,Organic,1,80,80.0
195,404,2023-01-09,Home,Organic,1,150,150.0
196,113,2023-01-09,Home,Organic,1,150,150.0
197,347,2023-01-09,Fashion,Organic,1,80,80.0
198,360,2023-01-09,Electronics,Organic,1,450,450.0
199,118,2023-01-09,Home,Organic,1,150,150.0
200,410,2023-01-09,Sports,Organic,1,120,120.0
201,162,2023-01-09,Home,Organic,1,150,150.0
202,212,2023-01-09,Fashion,Organic,1,80,80.0
203,181,2023-01-09,Fashion,Organic,1,80,80.0
204,265,2023-01-09,Electronics,Organic,1,450,450.0
205,485,2023-01-09,Electronics,Paid Search,1,450,405.0
206,383,2023-01-09,Fashion,Paid Search,1,80,72.0
207,350,2023-01-09,Fashion,Paid Search,1,80,72.0
208,515,2023-01-10,Sports,Organic,1,120,120.0
209,356,2023-01-10,Fashion,Organic,1,80,80.0
210,404,2023-01-10,Electronics,Organic,1,450,450.0
211,179,2023-01-10,Fashion,Organic,1,80,80.0
212,469,2023-01-10,Sports,Organic,1,120,120.0
213,124,2023-01-10,Electronics,Organic,1,450,450.0
214,472,2023-01-10,Home,Organic,1,150,150.0
215,324,2023-01-10,Sports,Organic,2,120,240.0
216,9,2023-01-10,Fashion,Organic,1,80,80.0
217,13,2023-01-10,Fashion,Organic,3,80,240.0
218,216,2023-01-10,Electronics,Organic,1,450,450.0
219,389,2023-01-10,Electronics,Organic,1,450,450.0
220,104,2023-01-10,Fashion,Organic,1,80,80.0
221,334,2023-01-10,Sports,Organic,2,120,240.0
222,511,2023-01-10,Fashion,Social,1,80,80.0
223,201,2023-01-10,Fashion,Paid Search,1,80,72.0
224,150,2023-01-10,Home,Paid Search,1,150,135.0
225,154,2023-01-10,Electronics,Paid Search,2,450,810.0
226,485,2023-01-10,Home,Paid Search,1,150,135.0
227,391,2023-01-11,Home,Organic,1,150,150.0
228,294,2023-01-11,Fashion,Organic,1,80,80.0
229,475,2023-01-11,Fashion,Organic,2,80,160.0
230,149,2023-01-11,Electronics,Organic,1,450,450.0
231,172,2023-01-11,Electronics,Organic,1,450,450.0
232,346,2023-01-11,Home,Organic,2,150,300.0
233,432,2023-01-11,Home,Organic,1,150,150.0
234,586,2023-01-11,Sports,Organic,1,120,120.0
235,415,2023-01-11,Sports,Organic,1,120,120.0
236,74,2023-01-11,Home,Organic,1,150,150.0
237,82,2023-01-11,Home,Organic,1,150,150.0
238,166,2023-01-11,Fashion,Organic,1,80,80.0
239,352,2023-01-11,Sports,Organic,1,120,120.0
240,234,2023-01-11,Sports,Organic,1,120,120.0
241,258,2023-01-11,Fashion,Paid Search,2,80,144.0
242,82,2023-01-11,Home,Paid Search,1,150,135.0
243,216,2023-01-11,Electronics,Paid Search,1,450,405.0
244,171,2023-01-11,Fashion,Paid Search,1,80,72.0
245,356,2023-01-12,Electronics,Organic,1,450,450.0
246,494,2023-01-12,Fashion,Organic,2,80,160.0
247,553,2023-01-12,Home,Organic,1,150,150.0
248,233,2023-01-12,Home,Organic,1,150,150.0
249,92,2023-01-12,Sports,Organic,1,120,120.0
250,453,2023-01-12,Fashion,Organic,1,80,80.0
251,316,2023-01-12,Electronics,Organic,1,450,450.0
252,375,2023-01-12,Fashion,Organic,1,80,80.0
253,423,2023-01-12,Fashion,Organic,1,80,80.0
254,267,2023-01-12,Home,Organic,1,150,150.0
255,160,2023-01-12,Fashion,Organic,1,80,80.0
256,311,2023-01-12,Home,Organic,1,150,150.0
257,11,2023-01-12,Fashion,Organic,2,80,160.0
258,1,2023-01-12,Sports,Organic,1,120,120.0
259,8,2023-01-12,Home,Paid Search,1,150,135.0
260,562,2023-01-12,Electronics,Paid Search,3,450,1215.0
261,383,2023-01-12,Home,Paid Search,1,150,135.0
262,545,2023-01-12,Fashion,Email,1,80,80.0
263,276,2023-01-12,Electronics,Email,1,450,450.0
264,423,2023-01-12,Electronics,Email,1,450,450.0
265,193,2023-01-12,Home,Email,1,150,150.0
266,71,2023-01-12,Home,Email,1,150,150.0
267,187,2023-01-12,Home,Email,3,150,450.0
268,140,2023-01-12,Home,Email,2,150,300.0
269,297,2023-01-12,Sports,Email,1,120,120.0
270,114,2023-01-12,Home,Email,2,150,300.0
271,653,2023-01-12,Fashion,Email,1,80,80.0
272,467,2023-01-12,Sports,Email,1,120,120.0
273,633,2023-01-12,Fashion,Email,1,80,80.0
274,464,2023-01-12,Home,Email,1,150,150.0
275,279,2023-01-12,Home,Email,1,150,150.0
276,638,2023-01-12,Home,Email,1,150,150.0
277,504,2023-01-12,Home,Email,1,150,150.0
278,193,2023-01-12,Home,Email,1,150,150.0
279,329,2023-01-12,Fashion,Email,3,80,240.0
280,20,2023-01-12,Electronics,Email,1,450,450.0
281,156,2023-01-12,Fashion,Email,1,80,80.0
282,51,2023-01-12,Electronics,Email,1,450,450.0
283,548,2023-01-12,Electronics,Email,1,450,450.0
284,23,2023-01-12,Fashion,Email,1,80,80.0
285,35,2023-01-13,Fashion,Organic,1,80,80.0
286,204,2023-01-13,Fashion,Organic,2,80,160.0
287,472,2023-01-13,Home,Organic,3,150,450.0
288,97,2023-01-13,Sports,Organic,1,120,120.0
289,534,2023-01-13,Home,Organic,1,150,150.0
290,682,2023-01-13,Fashion,Organic,1,80,80.0
291,214,2023-01-13,Fashion,Organic,2,80,160.0
292,485,2023-01-13,Fashion,Organic,2,80,160.0
293,399,2023-01-13,Electronics,Organic,1,450,450.0
294,698,2023-01-13,Sports,Organic,1,120,120.0
295,320,2023-01-13,Home,Organic,1,150,150.0
296,331,2023-01-13,Fashion,Organic,1,80,80.0
297,163,2023-01-13,Home,Organic,1,150,150.0
298,645,2023-01-13,Sports,Organic,1,120,120.0
299,333,2023-01-13,Sports,Paid Search,1,120,108.0
300,16,2023-01-13,Home,Paid Search,1,150,135.0
301,172,2023-01-13,Fashion,Paid Search,2,80,144.0
302,705,2023-01-13,Fashion,Social,1,80,80.0
303,750,2023-01-14,Sports,Organic,2,120,240.0
304,480,2023-01-14,Fashion,Organic,1,80,80.0
305,282,2023-01-14,Home,Organic,1,150,150.0
306,614,2023-01-14,Sports,Organic,1,120,120.0
307,568,2023-01-14,Fashion,Organic,1,80,80.0
308,165,2023-01-14,Sports,Organic,1,120,120.0
309,71,2023-01-14,Home,Organic,1,150,150.0
310,544,2023-01-14,Home,Organic,1,150,150.0
311,159,2023-01-14,Fashion,Organic,1,80,80.0
312,461,2023-01-14,Fashion,Organic,1,80,80.0
313,303,2023-01-14,Electronics,Organic,1,450,450.0
314,270,2023-01-14,Fashion,Organic,1,80,80.0
315,555,2023-01-14,Fashion,Organic,2,80,160.0
316,376,2023-01-14,Fashion,Organic,1,80,80.0
317,657,2023-01-14,Electronics,Paid Search,1,450,405.0
318,330,2023-01-14,Electronics,Paid Search,1,450,405.0
319,114,2023-01-14,Fashion,Paid Search,1,80,72.0
320,99,2023-01-14,Fashion,Paid Search,1,80,72.0
321,743,2023-01-15,Sports,Organic,1,120,120.0
322,237,2023-01-15,Electronics,Organic,1,450,450.0
323,545,2023-01-15,Sports,Organic,1,120,120.0
324,395,2023-01-15,Home,Organic,2,150,300.0
325,195,2023-01-15,Sports,Organic,1,120,120.0
326,198,2023-01-15,Fashion,Organic,1,80,80.0
327,539,2023-01-15,Home,Organic,1,150,150.0
328,673,2023-01-15,Fashion,Organic,1,80,80.0
329,255,2023-01-15,Electronics,Organic,1,450,450.0
330,584,2023-01-15,Home,Organic,1,150,150.0
331,641,2023-01-15,Fashion,Organic,2,80,160.0
332,184,2023-01-15,Electronics,Organic,1,450,450.0
333,572,2023-01-15,Sports,Organic,1,120,120.0
334,768,2023-01-15,Fashion,Organic,2,80,160.0
335,564,2023-01-15,Fashion,Paid Search,1,80,72.0
336,333,2023-01-15,Sports,Paid Search,2,120,216.0
337,381,2023-01-15,Home,Paid Search,1,150,135.0
338,160,2023-01-16,Electronics,Organic,1,450,450.0
339,142,2023-01-16,Electronics,Organic,1,450,450.0
340,272,2023-01-16,Fashion,Organic,1,80,80.0
341,376,2023-01-16,Fashion,Organic,1,80,80.0
342,597,2023-01-16,Fashion,Organic,1,80,80.0
343,256,2023-01-16,Fashion,Organic,1,80,80.0
344,239,2023-01-16,Home,Organic,1,150,150.0
345,263,2023-01-16,Sports,Organic,1,120,120.0
346,831,2023-01-16,Electronics,Organic,1,450,450.0
347,308,2023-01-16,Home,Organic,1,150,150.0
348,95,2023-01-16,Sports,Organic,1,120,120.0
349,585,2023-01-16,Sports,Organic,2,120,240.0
350,410,2023-01-16,Electronics,Organic,1,450,450.0
351,583,2023-01-16,Home,Organic,1,150,150.0
352,837,2023-01-16,Fashion,Paid Search,1,80,72.0
353,445,2023-01-16,Home,Paid Search,1,150,135.0
354,427,2023-01-16,Fashion,Paid Search,1,80,72.0
355,690,2023-01-16,Home,Email,1,150,150.0
356,750,2023-01-16,Sports,Email,1,120,120.0
357,403,2023-01-16,Electronics,Email,1,450,450.0
358,457,2023-01-16,Fashion,Email,1,80,80.0
359,771,2023-01-16,Fashion,Email,1,80,80.0
360,610,2023-01-16,Electronics,Email,1,450,450.0
361,590,2023-01-16,Home,Email,1,150,150.0
362,517,2023-01-16,Fashion,Email,1,80,80.0
363,93,2023-01-16,Fashion,Email,1,80,80.0
364,228,2023-01-16,Fashion,Email,1,80,80.0
365,443,2023-01-16,Sports,Email,1,120,120.0
366,297,2023-01-16,Home,Email,1,150,150.0
367,806,2023-01-16,Home,Email,2,150,300.0
368,404,2023-01-16,Electronics,Email,1,450,450.0
369,152,2023-01-16,Fashion,Email,1,80,80.0
370,136,2023-01-16,Fashion,Email,2,80,160.0
371,345,2023-01-16,Electronics,Email,1,450,450.0
372,85,2023-01-16,Sports,Email,1,120,120.0
373,488,2023-01-16,Electronics,Email,1,450,450.0
374,586,2023-01-16,Fashion,Email,1,80,80.0
375,764,2023-01-16,Fashion,Email,1,80,80.0
376,51,2023-01-16,Fashion,Email,1,80,80.0
377,562,2023-01-16,Sports,Email,1,120,120.0
378,452,2023-01-17,Fashion,Organic,1,80,80.0
379,46,2023-01-17,Fashion,Organic,1,80,80.0
380,838,2023-01-17,Fashion,Organic,1,80,80.0
381,240,2023-01-17,Electronics,Organic,1,450,450.0
382,205,2023-01-17,Fashion,Organic,1,80,80.0
383,702,2023-01-17,Sports,Organic,1,120,120.0
384,383,2023-01-17,Fashion,Organic,1,80,80.0
385,160,2023-01-17,Fashion,Organic,1,80,80.0
386,776,2023-01-17,Fashion,Organic,1,80,80.0
387,746,2023-01-17,Fashion,Organic,1,80,80.0
388,874,2023-01-17,Electronics,Organic,1,450,450.0
389,88,2023-01-17,Home,Organic,1,150,150.0
390,116,2023-01-17,Fashion,Organic,1,80,80.0
391,758,2023-01-17,Sports,Organic,2,120,240.0
392,562,2023-01-17,Electronics,Paid Search,1,450,405.0
393,495,2023-01-17,Sports,Paid Search,1,120,108.0
394,638,2023-01-17,Electronics,Paid Search,1,450,405.0
395,41,2023-01-18,Home,Organic,1,150,150.0
396,254,2023-01-18,Electronics,Organic,2,450,900.0
397,945,2023-01-18,Fashion,Organic,1,80,80.0
398,543,2023-01-18,Home,Organic,1,150,150.0
399,313,2023-01-18,Home,Organic,2,150,300.0
400,342,2023-01-18,Home,Organic,2,150,300.0
401,502,2023-01-18,Fashion,Organic,1,80,80.0
402,403,2023-01-18,Sports,Organic,1,120,120.0
403,763,2023-01-18,Electronics,Organic,1,450,450.0
404,161,2023-01-18,Fashion,Organic,1,80,80.0
405,19,2023-01-18,Sports,Organic,1,120,120.0
406,356,2023-01-18,Electronics,Organic,2,450,900.0
407,701,2023-01-18,Fashion,Organic,1,80,80.0
408,361,2023-01-18,Fashion,Organic,1,80,80.0
409,428,2023-01-18,Fashion,Paid Search,1,80,72.0
410,247,2023-01-18,Fashion,Paid Search,1,80,72.0
411,587,2023-01-18,Fashion,Paid Search,1,80,72.0
412,82,2023-01-19,Electronics,Organic,1,450,450.0
413,705,2023-01-19,Sports,Organic,1,120,120.0
414,799,2023-01-19,Electronics,Organic,1,450,450.0
415,489,2023-01-19,Fashion,Organic,1,80,80.0
416,138,2023-01-19,Fashion,Organic,1,80,80.0
417,515,2023-01-19,Fashion,Organic,1,80,80.0
418,867,2023-01-19,Fashion,Organic,1,80,80.0
419,620,2023-01-19,Sports,Organic,2,120,240.0
420,481,2023-01-19,Fashion,Organic,1,80,80.0
421,730,2023-01-19,Fashion,Organic,1,80,80.0
422,666,2023-01-19,Electronics,Organic,1,450,450.0
423,383,2023-01-19,Fashion,Organic,1,80,80.0
424,189,2023-01-19,Sports,Organic,1,120,120.0
425,873,2023-01-19,Electronics,Organic,1,450,450.0
426,666,2023-01-19,Fashion,Paid Search,1,80,72.0
427,938,2023-01-19,Home,Paid Search,1,150,135.0
428,506,2023-01-19,Sports,Paid Search,1,120,108.0
429,876,2023-01-19,Fashion,Paid Search,1,80,72.0
430,367,2023-01-20,Fashion,Organic,1,80,80.0
431,930,2023-01-20,Fashion,Organic,2,80,160.0
432,414,2023-01-20,Fashion,Organic,1,80,80.0
433,932,2023-01-20,Sports,Organic,2,120,240.0
434,185,2023-01-20,Home,Organic,1,150,150.0
435,513,2023-01-20,Fashion,Organic,1,80,80.0
436,664,2023-01-20,Fashion,Organic,1,80,80.0
437,336,2023-01-20,Sports,Organic,1,120,120.0
438,254,2023-01-20,Sports,Organic,1,120,120.0
439,187,2023-01-20,Fashion,Organic,2,80,160.0
440,234,2023-01-20,Fashion,Organic,1,80,80.0
441,921,2023-01-20,Electronics,Organic,1,450,450.0
442,744,2023-01-20,Fashion,Organic,1,80,80.0
443,175,2023-01-20,Fashion,Organic,1,80,80.0
444,634,2023-01-20,Home,Paid Search,1,150,135.0
445,914,2023-01-20,Fashion,Paid Search,1,80,72.0
446,592,2023-01-20,Fashion,Paid Search,1,80,72.0
447,371,2023-01-20,Fashion,Paid Search,2,80,144.0
448,12,2023-01-20,Home,Social,1,150,150.0
449,1011,2023-01-20,Electronics,Social,1,450,450.0
450,379,2023-01-20,Home,Email,3,150,450.0
451,304,2023-01-20,Home,Email,1,150,150.0
452,113,2023-01-20,Fashion,Email,2,80,160.0
453,715,2023-01-20,Sports,Email,1,120,120.0
454,76,2023-01-20,Fashion,Email,1,80,80.0
455,298,2023-01-20,Fashion,Email,1,80,80.0
456,67,2023-01-20,Electronics,Email,1,450,450.0
457,612,2023-01-20,Fashion,Email,1,80,80.0
458,679,2023-01-20,Fashion,Email,1,80,80.0
459,180,2023-01-20,Fashion,Email,1,80,80.0
460,101,2023-01-20,Electronics,Email,1,450,450.0
461,224,2023-01-20,Home,Email,1,150,150.0
462,854,2023-01-20,Electronics,Email,1,450,450.0
463,366,2023-01-20,Fashion,Email,2,80,160.0
464,331,2023-01-20,Electronics,Email,2,450,900.0
465,583,2023-01-20,Electronics,Email,1,450,450.0
466,364,2023-01-20,Fashion,Email,1,80,80.0
467,933,2023-01-20,Fashion,Email,1,80,80.0
468,738,2023-01-20,Sports,Email,1,120,120.0
469,74,2023-01-20,Fashion,Email,1,80,80.0
470,191,2023-01-20,Electronics,Email,1,450,450.0
471,613,2023-01-20,Fashion,Email,1,80,80.0
472,662,2023-01-20,Home,Email,2,150,300.0
473,94,2023-01-21,Home,Organic,1,150,150.0
474,684,2023-01-21,Fashion,Organic,1,80,80.0
475,717,2023-01-21,Fashion,Organic,2,80,160.0
476,435,2023-01-21,Electronics,Organic,1,450,450.0
477,24,2023-01-21,Sports,Organic,1,120,120.0
478,413,2023-01-21,Fashion,Organic,1,80,80.0
479,577,2023-01-21,Home,Organic,1,150,150.0
480,522,2023-01-21,Electronics,Organic,1,450,450.0
481,139,2023-01-21,Sports,Organic,1,120,120.0
482,631,2023-01-21,Sports,Organic,2,120,240.0
483,615,2023-01-21,Fashion,Organic,1,80,80.0
484,1038,2023-01-21,Fashion,Organic,1,80,80.0
485,1127,2023-01-21,Home,Organic,2,150,300.0
486,664,2023-01-21,Home,Organic,1,150,150.0
487,279,2023-01-21,Fashion,Paid Search,1,80,72.0
488,987,2023-01-21,Home,Paid Search,1,150,135.0
489,319,2023-01-21,Fashion,Paid Search,1,80,72.0
490,359,2023-01-22,Electronics,Organic,1,450,450.0
491,230,2023-01-22,Fashion,Organic,2,80,160.0
492,767,2023-01-22,Electronics,Organic,1,450,450.0
493,77,2023-01-22,Sports,Organic,1,120,120.0
494,414,2023-01-22,Fashion,Organic,2,80,160.0
495,190,2023-01-22,Electronics,Organic,1,450,450.0
496,909,2023-01-22,Sports,Organic,1,120,120.0
497,1037,2023-01-22,Fashion,Organic,1,80,80.0
498,52,2023-01-22,Fashion,Organic,1,80,80.0
499,989,2023-01-22,Fashion,Organic,2,80,160.0
500,1025,2023-01-22,Sports,Organic,2,120,240.0
501,316,2023-01-22,Fashion,Organic,1,80,80.0
502,390,2023-01-22,Sports,Organic,2,120,240.0
503,697,2023-01-22,Fashion,Organic,1,80,80.0
504,91,2023-01-22,Home,Paid Search,1,150,135.0
505,179,2023-01-22,Fashion,Paid Search,1,80,72.0
506,683,2023-01-22,Fashion,Paid Search,1,80,72.0
507,60,2023-01-23,Fashion,Organic,1,80,80.0
508,965,2023-01-23,Fashion,Organic,1,80,80.0
